stock_id,stock_name,asset_type,source_industry,primary_sector,primary_sector_label,sub_sector,theme_clusters,is_financial,confidence,review_required,reason
2891B,中信金乙特,PREFERRED_STOCK,金融,FINANCIAL,金融,金融控股,,True,HIGH,False,
2891C,中信金丙特,PREFERRED_STOCK,金融,FINANCIAL,金融,金融控股,,True,HIGH,False,
2897A,王道銀甲特,PREFERRED_STOCK,金融,FINANCIAL,金融,銀行,,True,HIGH,False,
2897B,王道銀乙特,PREFERRED_STOCK,金融,FINANCIAL,金融,銀行,,True,HIGH,False,
2913,農林,COMMON_STOCK,貿易百貨,RETAIL_TRADE,貿易百貨與零售,零售通路,,False,HIGH,False,
3036A,文曄甲特,PREFERRED_STOCK,半導體,SEMICONDUCTOR,半導體,IC通路,,False,HIGH,False,
3702A,大聯大甲特,PREFERRED_STOCK,半導體,SEMICONDUCTOR,半導體,IC通路,,False,HIGH,False,
2915,潤泰全,COMMON_STOCK,貿易百貨,RETAIL_TRADE,貿易百貨與零售,零售通路,,False,HIGH,False,
4164,承業醫,COMMON_STOCK,醫療器材,MEDICAL_DEVICE,醫療器材,醫療院所、醫療器材專賣店、藥局等通路,,False,HIGH,False,
4994,傳奇,COMMON_STOCK,休閒娛樂,LEISURE_TOURISM,休閒觀光與娛樂,設計開發,,False,HIGH,False,
5871A,中租-KY甲特,PREFERRED_STOCK,金融,FINANCIAL,金融,租賃與消費金融,,True,HIGH,False,中租-KY：消費金融/設備租賃集團
6184,大豐電,COMMON_STOCK,文化創意業,CULTURAL_CREATIVE,文化創意,廣播電視/電影產業,,False,HIGH,False,
6722,輝創,COMMON_STOCK,汽車,AUTOMOTIVE,汽車與零組件,其他,,False,HIGH,False,
6754,匯僑設計,COMMON_STOCK,建材營造,BUILDING_MATERIALS_CONSTRUCTION,建材營造,裝潢業,,False,HIGH,False,
6937,天虹,COMMON_STOCK,平面顯示器,OPTOELECTRONICS,光電（面板/觸控/光學）,生產製程及檢測設備,,False,HIGH,False,
6944,兆聯實業,COMMON_STOCK,其他,ENVIRONMENTAL_SERVICES,環保工程與資源循環,環保工程,,False,MEDIUM,False,兆聯實業：環保潔能服務
6958A,日盛台駿甲特,PREFERRED_STOCK,其他,DIVERSIFIED_OTHER,其他（待歸類）,其他,,False,LOW,True,日盛台駿甲特：同日盛台駿
7610,聯友金屬-創,COMMON_STOCK,其他,STEEL,鋼鐵,金屬加工,,False,MEDIUM,False,聯友金屬：金屬材料加工
7721,微程式,COMMON_STOCK,電子商務,SOFTWARE_ECOMMERCE,軟體服務與電子商務,金流串接處理服務,,False,HIGH,False,
8367,建新國際,COMMON_STOCK,交通運輸及航運,SHIPPING_CONTAINER,海運（貨櫃／散裝）,貨櫃航運,,False,HIGH,False,
8411,福貞-KY,COMMON_STOCK,鋼鐵,STEEL,鋼鐵,金屬製品,,False,HIGH,False,
8462,柏文,COMMON_STOCK,休閒娛樂,LEISURE_TOURISM,休閒觀光與娛樂,娛樂服務業,,False,HIGH,False,
8463,潤泰材,COMMON_STOCK,水泥,CEMENT,水泥,水泥生料,,False,HIGH,False,
8481,政伸,COMMON_STOCK,休閒娛樂,LEISURE_TOURISM,休閒觀光與娛樂,高爾夫球具業,,False,HIGH,False,
9907,統一實,COMMON_STOCK,鋼鐵,STEEL,鋼鐵,金屬製品,,False,HIGH,False,
9928,中視,COMMON_STOCK,文化創意業,CULTURAL_CREATIVE,文化創意,廣播電視/電影產業,,False,HIGH,False,
9941A,裕融甲特,PREFERRED_STOCK,其他,FINANCIAL,金融,租賃與消費金融,,True,HIGH,False,裕融甲特：同裕融
9944,新麗,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,成衣及其它家居紡織類品,,False,HIGH,False,
1102,亞泥,COMMON_STOCK,風力發電,WIND_ENERGY,風力發電,風場開發,,False,HIGH,False,
1104,環泥,COMMON_STOCK,水泥,CEMENT,水泥,預拌混凝土,,False,HIGH,False,
1108,幸福,COMMON_STOCK,水泥,CEMENT,水泥,預拌混凝土,,False,HIGH,False,
1109,信大,COMMON_STOCK,水泥,CEMENT,水泥,預拌混凝土,,False,HIGH,False,
1216,統一,COMMON_STOCK,食品,FOOD,食品,原物料,,False,HIGH,False,
1217,愛之味,COMMON_STOCK,食品,FOOD,食品,冷凍、罐頭、脫水、醃漬食品,,False,HIGH,False,
1218,泰山,COMMON_STOCK,食品,FOOD,食品,加工食品,,False,HIGH,False,
1219,福壽,COMMON_STOCK,食品,FOOD,食品,加工食品,,False,HIGH,False,
1220,台榮,COMMON_STOCK,貿易百貨,RETAIL_TRADE,貿易百貨與零售,貿易商、代理商、經銷商,,False,HIGH,False,
1225,福懋油,COMMON_STOCK,食品,FOOD,食品,原物料,,False,HIGH,False,
1230,聯成食,COMMON_STOCK,電器電纜,ELECTRICAL_CABLE,電器電纜與重電,,,False,HIGH,False,
1232,大統益,COMMON_STOCK,食品,FOOD,食品,原物料,,False,HIGH,False,
1233,天仁,COMMON_STOCK,食品,FOOD,食品,餐飲連鎖,,False,HIGH,False,
1234,黑松,COMMON_STOCK,食品,FOOD,食品,冷凍、罐頭、脫水、醃漬食品,,False,HIGH,False,
1262,綠悅-KY,COMMON_STOCK,其他,SPORTING_GOODS,運動休閒用品,,,False,LOW,True,綠悅-KY：業務內容需人工查證
1301,台塑,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等),,False,HIGH,False,
1303,南亞,COMMON_STOCK,電機機械,ELECTRICAL_MACHINERY,電機機械,電控元件,,False,HIGH,False,
1305,華夏,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1307,三芳,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1308,亞聚,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,工業用合成樹脂,,False,HIGH,False,
1309,台達化,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1310,台苯,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1311,福聚,COMMON_STOCK,塑膠工業,PLASTICS_RUBBER,塑膠與橡膠製品,,,False,HIGH,False,
1312,國喬,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1313,聯成,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑化劑(可塑劑),,False,HIGH,False,
1314,中石化,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等),,False,HIGH,False,
1315,達新,COMMON_STOCK,電機機械,ELECTRICAL_MACHINERY,電機機械,手工具機,,False,HIGH,False,
1316,上曜,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1319,東陽,COMMON_STOCK,汽車,AUTOMOTIVE,汽車與零組件,鈑金,,False,HIGH,False,
1321,大洋,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1323,永裕,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1324,地球,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1325,恆大,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1326,台化,COMMON_STOCK,紡織,PETROCHEMICAL,石化,化學纖維原料,台塑集團|石化|化纖,False,HIGH,False,台化：核心業務為石化中間原料（PTA/AA/丙烯腈）與化纖絲，不宜與一般成衣/織布廠同 sub_sector；FinMind industry_name='紡織' 僅反映其化纖產品下游應用
1337,再生-KY,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1338,廣華-KY,COMMON_STOCK,汽車,AUTOMOTIVE,汽車與零組件,其他,,False,HIGH,False,
1339,昭輝,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1340,勝悅-KY,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1341,富林-KY,COMMON_STOCK,塑膠工業,PLASTICS_RUBBER,塑膠與橡膠製品,,,False,HIGH,False,
1342,八貫,COMMON_STOCK,其他,TEXTILE_FIBER,紡織與人纖,其他,,False,LOW,True,八貫：業務內容需人工查證
1402,遠東新,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等),,False,HIGH,False,
1409,新纖,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),,False,HIGH,False,
1410,南染,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,染整,,False,HIGH,False,
1413,宏洲,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,紡紗,,False,HIGH,False,
1414,東和,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,紡紗,,False,HIGH,False,
1416,廣豐,COMMON_STOCK,軟體服務,SOFTWARE_ECOMMERCE,軟體服務與電子商務,應用/系統軟體設計開發,,False,HIGH,False,
1417,嘉裕,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,成衣及其它家居紡織類品,,False,HIGH,False,
6585,鼎基,COMMON_STOCK,石化及塑橡膠,PETROCHEMICAL,石化,塑膠製品,,False,HIGH,False,
1418,東華,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),,False,HIGH,False,
1419,新紡,COMMON_STOCK,貿易百貨,RETAIL_TRADE,貿易百貨與零售,零售通路,,False,HIGH,False,
1423,利華,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,天然纖維產品(例如純棉、純羊毛等),,False,HIGH,False,
1434,福懋,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,織布,,False,HIGH,False,
1435,中福,COMMON_STOCK,其他,TEXTILE_FIBER,紡織與人纖,成衣,,False,MEDIUM,False,中福：成衣製造
1436,華友聯,COMMON_STOCK,建材營造,BUILDING_MATERIALS_CONSTRUCTION,建材營造,建設業,,False,HIGH,False,
1437,勤益控,COMMON_STOCK,其他,INVESTMENT_HOLDING,投資控股,紡織集團控股,,False,MEDIUM,False,勤益控：勤益紡織控股公司
1438,三地開發,COMMON_STOCK,建材營造,BUILDING_MATERIALS_CONSTRUCTION,建材營造,建設業,,False,HIGH,False,
1440,南紡,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,紡紗,,False,HIGH,False,
1441,大東,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,紡紗,,False,HIGH,False,
1442,名軒,COMMON_STOCK,建材營造,BUILDING_MATERIALS_CONSTRUCTION,建材營造,建設業,,False,HIGH,False,
1444,力麗,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),,False,HIGH,False,
1445,大宇,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,織布,,False,HIGH,False,
1446,宏和,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,織布,,False,HIGH,False,
1447,力鵬,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,織布,,False,HIGH,False,
1449,佳和,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,織布,,False,HIGH,False,
1451,年興,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,織布,,False,HIGH,False,
1452,宏益,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),,False,HIGH,False,
1454,台富,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,織布,,False,HIGH,False,
1455,集盛,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),,False,HIGH,False,
1457,宜進,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,紡紗,,False,HIGH,False,
1459,聯發,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),,False,HIGH,False,
1460,宏遠,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,織布,,False,HIGH,False,
1463,強盛新,COMMON_STOCK,紡織,TEXTILE_FIBER,紡織與人纖,染整,,False,HIGH,False,
1469,理隆,COMMON_STOCK,紡織纖維,TEXTILE_FIBER,紡織與人纖,,,False,HIGH,False,
1507,永大,COMMON_STOCK,電機機械,ELECTRICAL_MACHINERY,電機機械,,,False,HIGH,False,
1513,中興電,COMMON_STOCK,智慧電網,ELECTRICAL_CABLE,電器電纜與重電,高壓AMI,,False,HIGH,False,
1514,亞力,COMMON_STOCK,風力發電,WIND_ENERGY,風力發電,電力系統,,False,HIGH,False,
1519,華城,COMMON_STOCK,智慧電網,ELECTRICAL_CABLE,電器電纜與重電,高/低壓輸電設施,,False,HIGH,False,
1528,恩德,COMMON_STOCK,貿易百貨,RETAIL_TRADE,貿易百貨與零售,貿易商、代理商、經銷商,,False,HIGH,False,
1529,樂事綠能,COMMON_STOCK,電機機械,ELECTRICAL_MACHINERY,電機機械,機電系統工程,,False,HIGH,False,
1532,勤美,COMMON_STOCK,貿易百貨,RETAIL_TRADE,貿易百貨與零售,零售通路,,False,HIGH,False,
1536,和大,COMMON_STOCK,電動車輛產業,EV_BATTERY,電動車輛與電池,大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件,,False,HIGH,False,
1537,廣隆,COMMON_STOCK,電機機械,ELECTRICAL_MACHINERY,電機機械,車用機械傳動設備及零配件,,False,HIGH,False,
1563,巧新,COMMON_STOCK,汽車,AUTOMOTIVE,汽車與零組件,鋁合金鋼圈,,False,HIGH,False,
1589,永冠-KY,COMMON_STOCK,風力發電,WIND_ENERGY,風力發電,齒輪箱,,False,HIGH,False,
1590,亞德客-KY,COMMON_STOCK,電機機械,ELECTRICAL_MACHINERY,電機機械,金屬加工用機械,,False,HIGH,False,
1592,英瑞-KY,COMMON_STOCK,汽車工業,PASSIVE_CONNECTOR,被動元件與連接器,拉鍊/扣件,,False,MEDIUM,False,英瑞-KY：拉鍊與扣件製造，非汽車業
1601,台光,COMMON_STOCK,電器電纜,ELECTRICAL_CABLE,電器電纜與重電,,,False,HIGH,False,
1606,歌林,COMMON_STOCK,電器電纜,ELECTRICAL_CABLE,電器電纜與重電,,,False,HIGH,False,
1608,華榮,COMMON_STOCK,其他,ELECTRICAL_CABLE,電器電纜與重電,電線電纜,,False,MEDIUM,False,華榮：電線電纜製造
1611,中電,COMMON_STOCK,電動車輛產業,EV_BATTERY,電動車輛與電池,鋰電池材料,,False,HIGH,False,
1612,宏泰,COMMON_STOCK,智慧電網,ELECTRICAL_CABLE,電器電纜與重電,高/低壓輸電設施,,False,HIGH,False,
1613,台一,COMMON_STOCK,電器電纜,ELECTRICAL_CABLE,電器電纜與重電,,,False,HIGH,False,
1614,三洋電,COMMON_STOCK,平面顯示器,OPTOELECTRONICS,光電（面板/觸控/光學）,電視,,False,HIGH,False,
